kode_mk,nama_mk,minggu,materi,pustaka_tersedia,bab
TSI3534,Manajemen Proyek Sistem Informasi,11/16,"Earned Value Management (EVM), variance analysis, forecasting, change control","P1 = Project Management Institute. (2021). A Guide to the Project | P2 = Schwalbe, K. (2018). Information Technology Project Manageme | P3 = Sutherland, J., & Sutherland, J. J. (2019). Scrum: The Art o | P4 = Kerzner, H., & Kerzner, H. R. (2017). Project Management: A  | P5 = Cohn, M. (2010). Succeeding with Agile: Software Development | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3534,Manajemen Proyek Sistem Informasi,12/16,"Quality planning, quality assurance, quality control, testing levels (unit, integration, system, UAT)","P1 = Project Management Institute. (2021). A Guide to the Project | P2 = Schwalbe, K. (2018). Information Technology Project Manageme | P3 = Sutherland, J., & Sutherland, J. J. (2019). Scrum: The Art o | P4 = Kerzner, H., & Kerzner, H. R. (2017). Project Management: A  | P5 = Cohn, M. (2010). Succeeding with Agile: Software Development | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3534,Manajemen Proyek Sistem Informasi,13/16,"Struktur laporan proyek, status report, final report, lessons learned","P1 = Project Management Institute. (2021). A Guide to the Project | P2 = Schwalbe, K. (2018). Information Technology Project Manageme | P3 = Sutherland, J., & Sutherland, J. J. (2019). Scrum: The Art o | P4 = Kerzner, H., & Kerzner, H. R. (2017). Project Management: A  | P5 = Cohn, M. (2010). Succeeding with Agile: Software Development | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3534,Manajemen Proyek Sistem Informasi,14/16,"Project closing checklist, handover, release resources, post-implementation review","P1 = Project Management Institute. (2021). A Guide to the Project | P2 = Schwalbe, K. (2018). Information Technology Project Manageme | P3 = Sutherland, J., & Sutherland, J. J. (2019). Scrum: The Art o | P4 = Kerzner, H., & Kerzner, H. R. (2017). Project Management: A  | P5 = Cohn, M. (2010). Succeeding with Agile: Software Development | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3534,Manajemen Proyek Sistem Informasi,15/16,"Presentasi laporan proyek, demo produk (jika ada), peer feedback","P1 = Project Management Institute. (2021). A Guide to the Project | P2 = Schwalbe, K. (2018). Information Technology Project Manageme | P3 = Sutherland, J., & Sutherland, J. J. (2019). Scrum: The Art o | P4 = Kerzner, H., & Kerzner, H. R. (2017). Project Management: A  | P5 = Cohn, M. (2010). Succeeding with Agile: Software Development | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3534,Manajemen Proyek Sistem Informasi,16/16,Seluruh materi (minggu 1–15),"P1 = Project Management Institute. (2021). A Guide to the Project | P2 = Schwalbe, K. (2018). Information Technology Project Manageme | P3 = Sutherland, J., & Sutherland, J. J. (2019). Scrum: The Art o | P4 = Kerzner, H., & Kerzner, H. R. (2017). Project Management: A  | P5 = Cohn, M. (2010). Succeeding with Agile: Software Development | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,1/16,Definisi tata kelola TI vs manajemen TI; prinsip tata kelola; pemangku kepentingan; nilai bisnis dari TI,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,2/16,"Sejarah dan evolusi framework; COBIT, ITIL, ISO/IEC 38500; perbedaan dan area fokus","P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,3/16,"Struktur COBIT 2019: governance objectives, components (processes, policies, etc.), focus areas, design factors","P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,4/16,"Design factors (enterprise strategy, goals, risk profile, etc.); governance system components; tailoring","P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,5/16,"Implementation lifecycle: recognize need, plan, scope, define, implement, operate, monitor","P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,6/16,Strategic alignment model (Henderson & Venkatraman); balanced scorecard; value creation,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,7/16,Capability levels (0-5); process assessment; gap analysis; maturity model,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,8/16,Materi Minggu 1–7,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,9/16,Risk management framework (ISO 31000); identifikasi risiko TI; analisis risiko; risk response,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,10/16,"COBIT risk management processes (APO12, DSS04); risk scenarios; risk appetite; risk reporting","P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,11/16,Gap analysis techniques; prioritization; action plan; continuous improvement,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,12/16,"Struktur laporan assessment: executive summary, methodology, findings, recommendations","P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,13/16,Verifikasi data; penulisan rekomendasi; review laporan,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,14/16,Teknik presentasi; visualisasi data; storytelling,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,15/16,Presentasi laporan; tanya jawab; peer feedback,"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3535,Tata Kelola Teknologi Informasi,16/16,Seluruh materi (minggu 1–15),"P1 = ISACA. (2019). COBIT 2019 Framework: Introduction and Method | P2 = Weill, P., & Ross, J. W. (2009). IT Governance: How Top Perf | P3 = De Haes, S., & Van Grembergen, W. (2015). Enterprise Governa | P4 = ISO/IEC 38500:2015. Information technology — Governance of I | P5 = Moeller, R. R. (2013). IT Audit, Control, and Security. Wile | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,1/16,"Sejarah OOP; keuntungan OOP; class, object, atribut, method; instansiasi object","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,2/16,"Access modifier (private, public, protected); getter dan setter; data hiding","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,3/16,"Superclass, subclass, keyword super, method overriding, constructor chaining","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,4/16,"Method overloading, method overriding, dynamic method dispatch, polymorphism dengan array","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,5/16,Abstract class vs interface; multiple inheritance dengan interface; implementasi,"P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,6/16,"Checked vs unchecked exception, try-catch-finally, throw, throws, custom exception","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,7/16,"ArrayList, LinkedList, HashSet, TreeSet, HashMap, TreeMap, iterasi","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,8/16,Materi Minggu 1–7,"P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,9/16,"Driver JDBC, connection, statement, result set, prepared statement, transaction","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,10/16,"Pengertian design pattern; Singleton (lazy, eager, thread-safe); Factory Method","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,11/16,"Observer pattern (event listener), Model-View-Controller, contoh implementasi","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,12/16,"Javadoc, unit testing dengan JUnit, debugging tools","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,13/16,"Analisis kebutuhan, perancangan class diagram, pembagian tugas","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,14/16,"Coding, integrasi basis data, implementasi pattern","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,15/16,"Presentasi proyek, tanya jawab, peer review","P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3536,Pemrograman Berorientasi Objek,16/16,Seluruh materi (minggu 1–15),"P1 = Deitel, P., & Deitel, H. (2017). Java: How to Program (11th  | P2 = Gamma, E., Helm, R., Johnson, R., & Vlissides, J. (1994). De | P3 = Sierra, K., & Bates, B. (2020). Head First Java (3rd ed.). O | P4 = Horstmann, C. S. (2019). Core Java Volume I: Fundamentals (1 | P5 = Freeman, E., & Robson, E. (2020). Head First Design Patterns | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3537,Komunikasi dan Negosiasi,1/16,"Model komunikasi (Shannon-Weaver, Schramm, transaksional); unsur komunikasi; hambatan (noise, persepsi, dll)","P1 = Fisher, R., Ury, W., & Patton, B. (2011). Getting to Yes: Ne | P2 = Cialdini, R. B. (2016). Pre-suasion: A Revolutionary Way to  | P3 = Adler, R. B., & Elmhorst, J. M. (2018). Communicating at Wor | P4 = Stone, D., Patton, B., & Heen, S. (2010). Difficult Conversa | P5 = Guffey, M. E., & Loewy, D. (2018). Business Communication: P | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3537,Komunikasi dan Negosiasi,2/16,Komunikasi verbal dan non-verbal; mendengarkan aktif; umpan balik; komunikasi dalam rapat,"P1 = Fisher, R., Ury, W., & Patton, B. (2011). Getting to Yes: Ne | P2 = Cialdini, R. B. (2016). Pre-suasion: A Revolutionary Way to  | P3 = Adler, R. B., & Elmhorst, J. M. (2018). Communicating at Wor | P4 = Stone, D., Patton, B., & Heen, S. (2010). Difficult Conversa | P5 = Guffey, M. E., & Loewy, D. (2018). Business Communication: P | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3537,Komunikasi dan Negosiasi,3/16,"BATNA, ZOPA, reservasi price; negosiasi integratif vs distributif; gaya negosiasi (kompetitif, kolaboratif, kompromi)","P1 = Fisher, R., Ury, W., & Patton, B. (2011). Getting to Yes: Ne | P2 = Cialdini, R. B. (2016). Pre-suasion: A Revolutionary Way to  | P3 = Adler, R. B., & Elmhorst, J. M. (2018). Communicating at Wor | P4 = Stone, D., Patton, B., & Heen, S. (2010). Difficult Conversa | P5 = Guffey, M. E., & Loewy, D. (2018). Business Communication: P | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
