kode_mk,nama_mk,minggu,materi,pustaka_tersedia,bab
TSI3319,Jaringan Komputer,4/16,"TCP/IP: application, transport, internet, network access; perbandingan dengan OSI","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,5/16,"IPv4: struktur, kelas A,B,C,D,E; subnet mask; CIDR; perhitungan subnet, host, broadcast","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,6/16,"IPv6: 128-bit, notasi heksadesimal, tipe alamat (unicast, multicast, anycast); subnetting IPv6","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,7/16,"Konfigurasi dasar switch (hostname, password, VLAN); konfigurasi router (interface, IP routing)","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,8/16,"HTTP: metode GET/POST, status code; DNS: hierarki, recursive/iterative query","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,9/16,"FTP (active/passive); DHCP (discover, offer, request, ack); SMTP, POP3, IMAP","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,10/16,Materi Minggu 1–9,"P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,11/16,"Routing statis: konsep, konfigurasi, default route, perhitungan metric","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,12/16,"Routing dinamis: RIP (distance vector), OSPF (link state); konfigurasi, kelebihan/kekurangan","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,13/16,"Ancaman keamanan; firewall (ACL, stateful); VPN (IPsec, SSL); IDS/IPS","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,14/16,"Alat troubleshooting: ping, traceroute, ipconfig/ifconfig, netstat, nslookup; analisis log","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,15/16,"Wireshark: capture filter, display filter, follow TCP stream, IO graph, protocol hierarchy","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3319,Jaringan Komputer,16/16,"Proyek: desain jaringan kantor kecil (20 komputer, server, akses internet); UAS mencakup seluruh materi","P1 = Kurose, J. F., & Ross, K. W. (2017). Computer networking: A  | P2 = Tanenbaum, A. S., & Wetherall, D. J. (2011). Computer networ | P3 = Odom, W. (2016). CCNA Routing and Switching ICND1 100-105 Of | P4 = Cisco Networking Academy. (2020). Introduction to Networks v | P5 = Comer, D. E. (2015). Computer networks and internets (6th ed | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,1/16,"Konsep dasar transformasi digital; framework (Westerman, MIT, McKinsey); perbedaan digitalisasi, digitalisasi proses, transformasi digital","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,2/16,"Dimensi transformasi digital; model kematangan digital; studi kasus awal (Netflix, Uber, Gojek)","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,3/16,"Artificial Intelligence (AI) dalam bisnis: predictive analytics, chatbots, personalisasi; Internet of Things (IoT): sensor, data real-time, smart manufacturing","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,4/16,"Cloud Computing: manfaat, model layanan, provider (AWS, Azure, GCP); Big Data: karakteristik 5V, data-driven decision making","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,5/16,"Redesain proses bisnis digital; otomatisasi proses (RPA); integrasi sistem; studi kasus: transformasi proses customer service, supply chain","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,6/16,"Digital strategy: perumusan visi digital, analisis gap, prioritas inisiatif; roadmap transformasi; balanced scorecard digital","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,7/16,"Manajemen perubahan: resistensi, komunikasi, pelatihan, kepemimpinan; model Kotter 8 langkah; ADKAR; studi kasus kegagalan transformasi karena faktor manusia","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,8/16,"Materi Minggu 1–7: konsep transformasi digital, teknologi penggerak, transformasi proses bisnis, digital strategy, manajemen perubahan","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,9/16,"Ekosistem digital: value chain digital, kolaborasi platform; platform economy (marketplace, sharing economy); network effects, multi-sided platform","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,10/16,"Keamanan digital: ancaman siber, manajemen risiko, kepatuhan (GDPR, UU PDP); tata kelola digital: peran pimpinan, kebijakan, audit","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,11/16,"Transformasi digital manufaktur (smart factory, digital twin, predictive maintenance); ritel (omnichannel, personalisasi, RFID); studi kasus: Nike, Unilever, Amazon","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,12/16,"Telemedicine, e-Health; digitalisasi UMKM (marketplace, fintech); e-government, smart city; studi kasus: Halodoc, Gojek, Jakarta Smart City","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,13/16,"Pemilihan studi kasus (perusahaan, UKM, instansi pemerintah); pengumpulan data sekunder; penyusunan kerangka analisis (kerangka transformasi digital)","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,14/16,Analisis kondisi as-is dan to-be; identifikasi gap; rekomendasi strategi digital; roadmap implementasi; penyusunan laporan,"P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,15/16,"Presentasi hasil analisis, rekomendasi strategi, dan roadmap; sesi tanya jawab; peer review","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3320,Transformasi Digital,16/16,"Materi Minggu 9–15: ekosistem digital, keamanan & tata kelola, studi kasus, proyek analisis","P1 = Westerman, G., Bonnet, D., & McAfee, A. (2014). Leading digi | P2 = Rogers, D. L. (2016). The digital transformation playbook: R | P3 = Schwab, K. (2017). The fourth industrial revolution. Currenc | P4 = Vial, G. (2019). Understanding digital transformation: A rev | P5 = Kotter, J. P. (2012). Leading change. Harvard Business Revie | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3321,Analisis dan Perancangan Sistem Informasi,1/16,"Definisi SI; komponen; SDLC waterfall, prototyping, agile; peran analis sistem","P1 = Kendall, K. E., & Kendall, J. E. (2018). Systems analysis an | P2 = Dennis, A., Wixom, B. H., & Tegarden, D. (2015). Systems ana | P3 = Pressman, R. S. (2014). Software engineering: A practitioner | P4 = Satzinger, J. W., Jackson, R. B., & Burd, S. D. (2016). Syst | P5 = Whitten, J. L., & Bentley, L. D. (2007). Systems analysis an | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3321,Analisis dan Perancangan Sistem Informasi,2/16,"Waterfall: fase; Agile: scrum, kanban; prototyping; kelebihan/kekurangan","P1 = Kendall, K. E., & Kendall, J. E. (2018). Systems analysis an | P2 = Dennis, A., Wixom, B. H., & Tegarden, D. (2015). Systems ana | P3 = Pressman, R. S. (2014). Software engineering: A practitioner | P4 = Satzinger, J. W., Jackson, R. B., & Burd, S. D. (2016). Syst | P5 = Whitten, J. L., & Bentley, L. D. (2007). Systems analysis an | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
