kode_mk,nama_mk,minggu,materi,pustaka_tersedia,bab
TSI3748,Proyek Sistem Informasi,12/16,"Performance testing, security testing, usability testing, regression testing","P1 = Pressman, R. S. (2014). Software Engineering: A Practitioner | P2 = Sommerville, I. (2015). Software Engineering (10th ed.). Pea | P3 = Schwalbe, K. (2018). Information Technology Project Manageme | P4 = Martin, R. C. (2008). Clean Code: A Handbook of Agile Softwa | P5 = Sutherland, J. (2014). Scrum: The Art of Doing Twice the Wor | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3748,Proyek Sistem Informasi,13/16,"Penulisan dokumentasi dengan Sphinx/Javadoc, README, user guide","P1 = Pressman, R. S. (2014). Software Engineering: A Practitioner | P2 = Sommerville, I. (2015). Software Engineering (10th ed.). Pea | P3 = Schwalbe, K. (2018). Information Technology Project Manageme | P4 = Martin, R. C. (2008). Clean Code: A Handbook of Agile Softwa | P5 = Sutherland, J. (2014). Scrum: The Art of Doing Twice the Wor | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3748,Proyek Sistem Informasi,14/16,"Struktur laporan proyek, lessons learned, rekomendasi pengembangan","P1 = Pressman, R. S. (2014). Software Engineering: A Practitioner | P2 = Sommerville, I. (2015). Software Engineering (10th ed.). Pea | P3 = Schwalbe, K. (2018). Information Technology Project Manageme | P4 = Martin, R. C. (2008). Clean Code: A Handbook of Agile Softwa | P5 = Sutherland, J. (2014). Scrum: The Art of Doing Twice the Wor | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3748,Proyek Sistem Informasi,15/16,"Demo aplikasi, presentasi slide, sesi tanya jawab, peer evaluation","P1 = Pressman, R. S. (2014). Software Engineering: A Practitioner | P2 = Sommerville, I. (2015). Software Engineering (10th ed.). Pea | P3 = Schwalbe, K. (2018). Information Technology Project Manageme | P4 = Martin, R. C. (2008). Clean Code: A Handbook of Agile Softwa | P5 = Sutherland, J. (2014). Scrum: The Art of Doing Twice the Wor | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3748,Proyek Sistem Informasi,16/16,Seluruh materi proyek,"P1 = Pressman, R. S. (2014). Software Engineering: A Practitioner | P2 = Sommerville, I. (2015). Software Engineering (10th ed.). Pea | P3 = Schwalbe, K. (2018). Information Technology Project Manageme | P4 = Martin, R. C. (2008). Clean Code: A Handbook of Agile Softwa | P5 = Sutherland, J. (2014). Scrum: The Art of Doing Twice the Wor | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,1/16,"Sejarah ML, hubungan AI-ML-DL, supervised vs unsupervised, contoh kasus (rekomendasi, prediksi, segmentasi)","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,2/16,"Data acquisition, data cleaning, EDA, feature engineering, model training, evaluation, deployment, monitoring","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,3/16,"Pandas: read data, dropna, fillna, drop duplicates, detect outliers (IQR, Z-score)","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,4/16,"Label encoding, one-hot encoding, normalization, standardization, feature selection, train_test_split","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,5/16,"Teori Decision Tree (entropy, information gain, Gini), KNN (distance metrics), implementasi scikit-learn","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,6/16,"SVM (hyperplane, kernel trick), Naive Bayes (teorema Bayes, Gaussian/Multinomial), perbandingan performa","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,7/16,"Linear regression (OLS, MSE), Logistic regression (sigmoid, log-loss), Polynomial regression (overfitting, regularization)","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,8/16,Materi Minggu 1-7,"P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,9/16,"K-Means (elbow method, inertia), DBSCAN (epsilon, min_samples), Hierarchical clustering (dendrogram)","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,10/16,"Confusion matrix, TP/TN/FP/FN, akurasi, presisi, recall, F1-score, macro/micro averaging","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,11/16,"ROC curve, AUC, MAE, MSE, RMSE, R-squared, adjusted R-squared","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,12/16,"K-fold cross-validation, GridSearchCV, RandomSearchCV, overfitting vs underfitting, bias-variance tradeoff","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,13/16,"Pemilihan dataset (Kaggle, UCI), analisis eksploratif, perumusan target, pembagian tugas","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,14/16,"Implementasi pipeline, eksperimen berbagai algoritma, tuning","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,15/16,"Presentasi laporan proyek, demo kode, kesimpulan dan rekomendasi","P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3749,Machine Learning,16/16,Seluruh materi (minggu 1-15),"P1 = Géron, A. (2019). Hands-On Machine Learning with Scikit-Lear | P2 = Hastie, T., Tibshirani, R., & Friedman, J. (2017). The Eleme | P3 = Müller, A. C., & Guido, S. (2016). Introduction to Machine L | P4 = James, G., Witten, D., Hastie, T., & Tibshirani, R. (2013).  | P5 = Raschka, S. (2015). Python Machine Learning. Packt Publishin | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,1/16,"Android vs iOS, Android architecture (Linux kernel, Dalvik/ART, Application Framework), Flutter vs React Native, tools (Android Studio, Xcode)","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,2/16,"Instalasi Android Studio, SDK, emulator; membuat project; struktur project; running di emulator/device","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,3/16,"LinearLayout, RelativeLayout, ConstraintLayout; TextView, EditText, Button, ImageView; Flutter: Row, Column, Container","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,4/16,"RecyclerView, adapter, view holder, item click listener; Flutter: ListView.builder","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,5/16,"Event listener (onClick), Intent (explicit, implicit), Activity lifecycle, Fragment; Flutter: Navigator, routes","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,6/16,"SharedPreferences, SQLite database, Room persistence library (Entity, DAO, Database); CRUD operations","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,7/16,"Retrofit (Android) atau http (Flutter), parsing JSON (Gson), asynchronous (Coroutines/AsyncTask), menampilkan data di RecyclerView","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,8/16,Materi Minggu 1-7,"P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,9/16,"Arsitektur MVVM, LiveData, ViewModel, Repository; Flutter: Provider, Bloc, Riverpod","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,10/16,"WorkManager, Service, BroadcastReceiver; notifikasi; scheduling tasks","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,11/16,"Debugging (breakpoints, Logcat), unit testing (JUnit), UI testing (Espresso/Flutter test)","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,12/16,"Generate signed APK/AAB, keystore, Google Play Console, app listing, store listing","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,13/16,"ProGuard, R8, secure SharedPreferences (EncryptedSharedPreferences), HTTPS, SSL pinning, input validation","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,14/16,"Pemilihan tema, perancangan UI mockup, pembagian tugas, penyusunan jadwal","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,15/16,"Demo aplikasi, presentasi slide, tanya jawab, dokumentasi kode","P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3750,Pemrograman Aplikasi Bergerak,16/16,Seluruh materi (minggu 1-15),"P1 = Phillips, B., Stewart, C., & Marsicano, K. (2021). Android P | P2 = Napoli, M. L. (2019). Beginning Flutter: A Hands-On Guide to | P3 = Horton, J. (2018). Android Programming for Beginners (2nd ed | P4 = Google Developers. (2026). Android Developer Documentation.  | P5 = Flutter Team. (2026). Flutter Documentation. flutter.dev | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3751,Sistem Rekomendasi,1/16,"Definisi, manfaat, contoh (Netflix, Amazon, Spotify, YouTube), arsitektur umum","P1 = Aggarwal, C. C. (2016). Recommender systems: The textbook. S | P2 = Jannach, D., Zanker, M., Felfernig, A., & Friedrich, G. (201 | P3 = Ricci, F., Rokach, L., & Shapira, B. (2015). Recommender sys | P4 = Koren, Y., Bell, R., & Volinsky, C. (2009). Matrix factoriza | P5 = He, X., Liao, L., Zhang, H., Nie, L., Hu, X., & Chua, T. S.  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3751,Sistem Rekomendasi,2/16,"Matriks user-item, sparsity, implicit vs explicit feedback, one-hot encoding","P1 = Aggarwal, C. C. (2016). Recommender systems: The textbook. S | P2 = Jannach, D., Zanker, M., Felfernig, A., & Friedrich, G. (201 | P3 = Ricci, F., Rokach, L., & Shapira, B. (2015). Recommender sys | P4 = Koren, Y., Bell, R., & Volinsky, C. (2009). Matrix factoriza | P5 = He, X., Liao, L., Zhang, H., Nie, L., Hu, X., & Chua, T. S.  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3751,Sistem Rekomendasi,3/16,"Cosine similarity, adjusted cosine, pearson, jaccard, euclidean","P1 = Aggarwal, C. C. (2016). Recommender systems: The textbook. S | P2 = Jannach, D., Zanker, M., Felfernig, A., & Friedrich, G. (201 | P3 = Ricci, F., Rokach, L., & Shapira, B. (2015). Recommender sys | P4 = Koren, Y., Bell, R., & Volinsky, C. (2009). Matrix factoriza | P5 = He, X., Liao, L., Zhang, H., Nie, L., Hu, X., & Chua, T. S.  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
