kode_mk,nama_mk,minggu,materi,pustaka_tersedia,bab
TSI1210,Kewarganegaraan,12/16,"Pemilihan topik (korupsi digital, nasionalisme generasi milenial, cyberbullying, hoaks)","P1 = Kaelan, M.S. (2016). Pendidikan Kewarganegaraan untuk Pergur | P2 = Winarno, S.H. (2019). Paradigma Baru Pendidikan Kewarganegar | P3 = Tim Dosen PKn Universitas Indonesia. (2015). Pendidikan Kewa | P4 = Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 (Am | P5 = Komisi Pemberantasan Korupsi. (2019). Modul Pendidikan Anti  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1210,Kewarganegaraan,13/16,"Metode pengumpulan data, wawancara, kuesioner, studi literatur, analisis konten digital","P1 = Kaelan, M.S. (2016). Pendidikan Kewarganegaraan untuk Pergur | P2 = Winarno, S.H. (2019). Paradigma Baru Pendidikan Kewarganegar | P3 = Tim Dosen PKn Universitas Indonesia. (2015). Pendidikan Kewa | P4 = Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 (Am | P5 = Komisi Pemberantasan Korupsi. (2019). Modul Pendidikan Anti  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1210,Kewarganegaraan,14/16,"Penulisan laporan, desain poster, pesan kampanye, pembuatan video pendek","P1 = Kaelan, M.S. (2016). Pendidikan Kewarganegaraan untuk Pergur | P2 = Winarno, S.H. (2019). Paradigma Baru Pendidikan Kewarganegar | P3 = Tim Dosen PKn Universitas Indonesia. (2015). Pendidikan Kewa | P4 = Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 (Am | P5 = Komisi Pemberantasan Korupsi. (2019). Modul Pendidikan Anti  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1210,Kewarganegaraan,15/16,"Presentasi laporan, poster/video, tanya jawab","P1 = Kaelan, M.S. (2016). Pendidikan Kewarganegaraan untuk Pergur | P2 = Winarno, S.H. (2019). Paradigma Baru Pendidikan Kewarganegar | P3 = Tim Dosen PKn Universitas Indonesia. (2015). Pendidikan Kewa | P4 = Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 (Am | P5 = Komisi Pemberantasan Korupsi. (2019). Modul Pendidikan Anti  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1210,Kewarganegaraan,16/16,Seluruh materi (minggu 1-15),"P1 = Kaelan, M.S. (2016). Pendidikan Kewarganegaraan untuk Pergur | P2 = Winarno, S.H. (2019). Paradigma Baru Pendidikan Kewarganegar | P3 = Tim Dosen PKn Universitas Indonesia. (2015). Pendidikan Kewa | P4 = Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 (Am | P5 = Komisi Pemberantasan Korupsi. (2019). Modul Pendidikan Anti  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,1/16,"Teknik membaca cepat, identifikasi main idea dan supporting details","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,2/16,"Membaca artikel dari IEEE, ACM, atau website teknologi; mengidentifikasi kosakata teknis","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,3/16,"Review tenses, passive voice dalam konteks teknologi (contoh: 'The data is processed')","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,4/16,"Modal untuk kemungkinan, keharusan; conditional type 1 dan 2 untuk hipotesis","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,5/16,"Daftar istilah teknis, definisi, penggunaan dalam kalimat","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,6/16,"Teknik paraphrasing, menulis summary, menghindari plagiarisme","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,7/16,"Struktur abstrak (background, methods, results, conclusion), gaya bahasa","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,8/16,Materi Minggu 1-7,"P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,9/16,"Struktur email (subject, salutation, body, closing), bahasa formal, etika","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,10/16,"Desain slide, bullet points, visual, kalimat kunci, bahasa yang digunakan","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,11/16,"Latihan presentasi, intonasi, body language, menangani pertanyaan","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,12/16,"Topik: 'Impact of AI', 'Cloud vs On-premise'; ekspresi setuju/tidak, memberi pendapat","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,13/16,"Struktur laporan, bahasa impersonal, presentasi data","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,14/16,"Revisi, proofreading, pengecekan grammar","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,15/16,"Pertanyaan umum (introduction, experience, skill), tips wawancara","P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI1214,Bahasa Inggris,16/16,Seluruh materi (minggu 1-15),"P1 = Murphy, R. (2019). English Grammar in Use (5th ed.). Cambrid | P2 = Emmerson, P. (2013). Email English (2nd ed.). Macmillan Educ | P3 = Powell, M. (2011). Presenting in English: How to Give Succes | P4 = Swan, M. (2016). Practical English Usage (4th ed.). Oxford U | P5 = McCarthy, M., & O'Dell, F. (2017). Academic Vocabulary in Us | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,1/16,"Definisi OS, fungsi (resource manager, extended machine), kernel, system call","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,2/16,"Struktur OS, system call, API, layanan OS, booting","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,3/16,"Sejarah OS, perbandingan karakteristik, contoh OS setiap era","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,4/16,"Proses, PCB, state (new, ready, running, waiting, terminated), thread, perbedaan proses dan thread","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,5/16,"FCFS, SJF (non-preemptive, preemptive), Priority (non-preemptive, preemptive)","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,6/16,"Round Robin, multilevel queue, multilevel feedback queue, evaluasi algoritma","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,7/16,"Critical section, Peterson solution, semaphore, mutex, monitor, producer-consumer, readers-writers","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,8/16,Materi Minggu 1–7,"P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,9/16,"Deadlock characterization, resource allocation graph, deadlock prevention, avoidance (banker), detection, recovery","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,10/16,"Alokasi kontigu, fragmentasi, swapping, paging, page table, TLB","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,11/16,"Segmentation, segment table, kelebihan/kekurangan, contoh Intel 80386","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,12/16,"Demand paging, page fault handling, copy-on-write, page replacement algorithms, working set, thrashing","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,13/16,"File concept, directory structure, file allocation (contiguous, linked, indexed), free space management, I/O hardware, interrupt","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,14/16,"Domain of protection, access matrix, capability, ACL, authentication, malware, defense","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,15/16,"Linux (monolithic), Windows (hybrid), Android (Linux-based), perbandingan","P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3211,Sistem Operasi,16/16,Materi Minggu 9–15,"P1 = Silberschatz, A., Galvin, P. B., & Gagne, G. (2018). Operati | P2 = Tanenbaum, A. S., & Bos, H. (2015). Modern operating systems | P3 = Stallings, W. (2017). Operating systems: Internals and desig | P4 = Love, R. (2013). Linux kernel development (3rd ed.). Addison | P5 = Russinovich, M. E., Solomon, D. A., & Ionescu, A. (2012). Wi | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3212,Teknologi Database,1/16,"View (simple, complex, updatable), stored procedure (parameter IN/OUT, kontrol alur), keuntungan enkapsulasi logika di basis data","P1 = Elmasri, R., & Navathe, S. B. (2016). Fundamentals of Databa | P2 = Silberschatz, A., Korth, H. F., & Sudarshan, S. (2019). Data | P3 = Kimball, R., & Ross, M. (2013). The Data Warehouse Toolkit ( | P4 = Sadalage, P. J., & Fowler, M. (2012). NoSQL Distilled: A Bri | P5 = Kleppmann, M. (2017). Designing Data-Intensive Applications. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3212,Teknologi Database,2/16,"Trigger (BEFORE, AFTER, INSTEAD OF), user-defined function, audit trail, batasan penggunaan trigger","P1 = Elmasri, R., & Navathe, S. B. (2016). Fundamentals of Databa | P2 = Silberschatz, A., Korth, H. F., & Sudarshan, S. (2019). Data | P3 = Kimball, R., & Ross, M. (2013). The Data Warehouse Toolkit ( | P4 = Sadalage, P. J., & Fowler, M. (2012). NoSQL Distilled: A Bri | P5 = Kleppmann, M. (2017). Designing Data-Intensive Applications. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
